hospital,procedure_name,code_type,code,description,setting,display_price,display_price_type,gross_price,cash_price,negotiated_price,negotiated_min,negotiated_max,payer_name,plan_name,data_quality_flag,user_relevance_flag,user_relevance_reason,source_url,evidence_source
Cedars-Sinai Medical Center,MRI spine,CPT,72148,HB MRI L-SPINE WO CONTRAST,outpatient,5143.15,cash,7912.54,5143.15,,,,Kaiser Foundation Hospitals,HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,MRI spine,CPT,72148,HB MRI L-SPINE WO CONTRAST,inpatient,6686.08,cash,10286.28,6686.08,,,,"HealthNet of California, Inc.",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,MRI spine,CPT,72148,HB MRI L-SPINE WO CONTRAST,inpatient,6686.08,cash,10286.28,6686.08,,,,"INTERLINK Health Services, Inc.",PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,MRI spine,CPT,72148,HB MRI L-SPINE WO CONTRAST,inpatient,6686.08,cash,10286.28,6686.08,,,,"Prospect Health Plan, Inc.",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,MRI spine,CPT,72148,HB MRI L-SPINE WO CONTRAST,outpatient,5143.15,cash,7912.54,5143.15,,,,AETNA HEALTH OF CALIFORNIA INC.,HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,MRI spine,CPT,72148,HB MRI L-SPINE WO CONTRAST,outpatient,5143.15,cash,7912.54,5143.15,,,,AETNA HEALTH OF CALIFORNIA INC.,PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,MRI spine,CPT,72148,HB MRI L-SPINE WO CONTRAST,outpatient,5143.15,cash,7912.54,5143.15,,,,AIDS Healthcare Foundation and AHF Healthcare Centers,PHC California/Medi-Cal HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,MRI spine,CPT,72148,HB MRI L-SPINE WO CONTRAST,outpatient,300.99,negotiated,7912.54,5143.15,300.99,300.99,14761.0,CareMore Health Plan,Medicare Advantage,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,MRI spine,CPT,72148,HB MRI L-SPINE WO CONTRAST,outpatient,346.13,negotiated,7912.54,5143.15,346.13,300.99,14761.0,Central Health Plan of California,Medicare Advantage,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,MRI spine,CPT,72148,HB MRI L-SPINE WO CONTRAST,outpatient,5143.15,cash,7912.54,5143.15,,,,"UHC of California, dba UnitedHealthcare of California and fka PacificCare of California",Medicare Advantage,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,MRI spine,CPT,72148,HB MRI L-SPINE WO CONTRAST,inpatient,13270.0,negotiated,10286.28,6686.08,13270.0,300.99,14761.0,"Blue Cross of California, dba Anthem Blue Cross and its Affiliates",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,MRI spine,CPT,72148,HB MRI L-SPINE WO CONTRAST,outpatient,300.99,negotiated,7912.54,5143.15,300.99,300.99,14761.0,Alignment Health Plan,Medicare Advantage,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,MRI spine,CPT,72148,HB MRI L-SPINE WO CONTRAST,outpatient,5143.15,cash,7912.54,5143.15,,,,"Beech Street Corporation, f/k/a CAPP CARE, Inc.",PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,MRI spine,CPT,72148,HB MRI L-SPINE WO CONTRAST,outpatient,300.99,negotiated,7912.54,5143.15,300.99,300.99,14761.0,"California Physicians' Service, dba Blue Shield of California",Medicare Advantage,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,MRI spine,CPT,72148,HB MRI L-SPINE WO CONTRAST,outpatient,300.99,negotiated,7912.54,5143.15,300.99,300.99,14761.0,"ConcertoPACE of Los Angeles, LLC",Medicare Advantage,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,MRI spine,CPT,72148,HB MRI L-SPINE WO CONTRAST,outpatient,5143.15,cash,7912.54,5143.15,,,,VENTURA COUNTY MEDI-CAL MANAGED CARE COMMISSION (dba Gold Coast Health Plan),Medi-Cal,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,MRI spine,CPT,72148,HB MRI L-SPINE WO CONTRAST,outpatient,5143.15,cash,7912.54,5143.15,,,,"Blue Cross of California, dba Anthem Blue Cross and its Affiliates","HMO, City of LA, Vivity",ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,MRI spine,CPT,72148,HB MRI L-SPINE WO CONTRAST,outpatient,5143.15,cash,7912.54,5143.15,,,,"Blue Cross of California, dba Anthem Blue Cross and its Affiliates","HMO, Non-City of LA, Vivity",ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,MRI spine,CPT,72148,HB MRI L-SPINE WO CONTRAST,outpatient,5143.15,cash,7912.54,5143.15,,,,"HealthNet of California, Inc.",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,MRI spine,CPT,72148,HB MRI L-SPINE WO CONTRAST,outpatient,5143.15,cash,7912.54,5143.15,,,,"HealthNet of California, Inc.",PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,MRI spine,CPT,72148,HB MRI L-SPINE WO CONTRAST,inpatient,6686.08,cash,10286.28,6686.08,,,,SCAN Health Plan,Medicare Advantage,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,MRI spine,CPT,72148,HB MRI L-SPINE WO CONTRAST,outpatient,5143.15,cash,7912.54,5143.15,,,,SCAN Health Plan,Medicare Advantage,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,MRI spine,CPT,72148,HB MRI L-SPINE WO CONTRAST,inpatient,6686.08,cash,10286.28,6686.08,,,,Coventry,Worker's Compensation,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,MRI spine,CPT,72148,HB MRI L-SPINE WO CONTRAST,inpatient,6686.08,cash,10286.28,6686.08,,,,HealthSmart Preferred Network,PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,MRI spine,CPT,72148,HB MRI L-SPINE WO CONTRAST,outpatient,5143.15,cash,7912.54,5143.15,,,,August Healthcare Services Corporation,PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,MRI spine,CPT,72148,HB MRI L-SPINE WO CONTRAST,outpatient,300.99,negotiated,7912.54,5143.15,300.99,300.99,14761.0,Brandman Centers for Senior Care,Medicare Advantage,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,MRI spine,CPT,72148,HB MRI L-SPINE WO CONTRAST,outpatient,5143.15,cash,7912.54,5143.15,,,,CORVEL HEALTHCARE CORPORATION,Worker's Compensation,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,MRI spine,CPT,72148,HB MRI L-SPINE WO CONTRAST,outpatient,5143.15,cash,7912.54,5143.15,,,,Family CareNet,PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,MRI spine,CPT,72148,HB MRI L-SPINE WO CONTRAST,outpatient,5143.15,cash,7912.54,5143.15,,,,HealthSmart Preferred Network,PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,MRI spine,CPT,72148,HB MRI L-SPINE WO CONTRAST,outpatient,5143.15,cash,7912.54,5143.15,,,,Kaiser Foundation Hospitals,Medi-Cal,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,MRI spine,CPT,72148,HB MRI L-SPINE WO CONTRAST,inpatient,6686.08,cash,10286.28,6686.08,,,,"UHC of California, dba UnitedHealthcare of California and fka PacificCare of California",Medicare Advantage,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,MRI spine,CPT,72148,HB MRI L-SPINE WO CONTRAST,outpatient,5143.15,cash,7912.54,5143.15,,,,"Blue Cross of California, dba Anthem Blue Cross and its Affiliates",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,MRI spine,CPT,72148,HB MRI L-SPINE WO CONTRAST,outpatient,5143.15,cash,7912.54,5143.15,,,,Kaiser Foundation Hospitals,Medicare Advantage,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,MRI spine,CPT,72148,HB MRI L-SPINE WO CONTRAST,outpatient,5143.15,cash,7912.54,5143.15,,,,"MultiPlan, Inc.",PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,MRI spine,CPT,72148,HB MRI L-SPINE WO CONTRAST,outpatient,5143.15,cash,7912.54,5143.15,,,,"Prospect Health Plan, Inc.",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,MRI spine,CPT,72148,HB MRI L-SPINE WO CONTRAST,outpatient,5143.15,cash,7912.54,5143.15,,,,"Prospect Health Plan, Inc.",Medi-Cal,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,MRI spine,CPT,72148,"MAGNETIC RESONANCE (EG, PROTON) IMAGING, SPINAL CANAL AND CONTENTS, LUMBAR; WITHOUT CONTRAST MATERIAL",outpatient,4883.64,negotiated,7912.54,5143.15,4883.64,320.52,4883.64,"Blue Cross of California, dba Anthem Blue Cross and its Affiliates",PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,MRI spine,CPT,72148,"MAGNETIC RESONANCE (EG, PROTON) IMAGING, SPINAL CANAL AND CONTENTS, LUMBAR; WITHOUT CONTRAST MATERIAL",outpatient,320.52,negotiated,7912.54,5143.15,320.52,320.52,4883.64,"Cigna HealthCare of California, Inc. and Cigna Health and Life Insurance Company",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,MRI spine,CPT,72148,"MAGNETIC RESONANCE (EG, PROTON) IMAGING, SPINAL CANAL AND CONTENTS, LUMBAR; WITHOUT CONTRAST MATERIAL",outpatient,3066.45,negotiated,7912.54,5143.15,3066.45,320.52,4883.64,"Blue Cross of California, dba Anthem Blue Cross and its Affiliates",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,MRI spine,CPT,72148,"MAGNETIC RESONANCE (EG, PROTON) IMAGING, SPINAL CANAL AND CONTENTS, LUMBAR; WITHOUT CONTRAST MATERIAL",outpatient,320.52,negotiated,7912.54,5143.15,320.52,320.52,4883.64,"Cigna HealthCare of California, Inc. and Cigna Health and Life Insurance Company",PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,MRI spine,CPT,72148,MRI/MRA,outpatient,3089.09,negotiated,7912.54,5143.15,3089.09,320.52,4883.64,AETNA HEALTH OF CALIFORNIA INC.,HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,MRI spine,CPT,72148,MRI/MRA,outpatient,3116.45,negotiated,7912.54,5143.15,3116.45,320.52,4883.64,AETNA HEALTH OF CALIFORNIA INC.,PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,MRI spine,CPT,72148,MRI,outpatient,3013.46,negotiated,7912.54,5143.15,3013.46,320.52,4883.64,"Blue Cross of California, dba Anthem Blue Cross and its Affiliates",PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,MRI spine,CPT,72148,MRI,outpatient,2984.2,negotiated,7912.54,5143.15,2984.2,320.52,4883.64,"Blue Cross of California, dba Anthem Blue Cross and its Affiliates",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,29009.34,negotiated,37207.0,24184.55,29009.34,19539.84,34209.93,"California Physicians' Service, dba Blue Shield of California",POS,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,29009.34,negotiated,37207.0,24184.55,29009.34,19539.84,34209.93,"California Physicians' Service, dba Blue Shield of California",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,29009.34,negotiated,37207.0,24184.55,29009.34,19539.84,34209.93,"California Physicians' Service, dba Blue Shield of California",PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,29009.34,negotiated,37207.0,24184.55,29009.34,19539.84,34209.93,"California Physicians' Service, dba Blue Shield of California",EPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,19539.84,negotiated,37207.0,24184.55,19539.84,19539.84,34209.93,"California Physicians' Service, dba Blue Shield of California",EPN/IFP,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,29009.34,negotiated,8681.23,5642.8,29009.34,19539.84,34209.93,"California Physicians' Service, dba Blue Shield of California",PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,29009.34,negotiated,8681.23,5642.8,29009.34,19539.84,34209.93,"California Physicians' Service, dba Blue Shield of California",POS,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,29009.34,negotiated,8681.23,5642.8,29009.34,19539.84,34209.93,"California Physicians' Service, dba Blue Shield of California",EPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,19539.84,negotiated,8681.23,5642.8,19539.84,19539.84,34209.93,"California Physicians' Service, dba Blue Shield of California",EPN/IFP,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,29009.34,negotiated,8681.23,5642.8,29009.34,19539.84,34209.93,"California Physicians' Service, dba Blue Shield of California",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,29009.34,negotiated,,,29009.34,19539.84,34209.93,"California Physicians' Service, dba Blue Shield of California",POS,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,29009.34,negotiated,,,29009.34,19539.84,34209.93,"California Physicians' Service, dba Blue Shield of California",EPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,19539.84,negotiated,,,19539.84,19539.84,34209.93,"California Physicians' Service, dba Blue Shield of California",EPN/IFP,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,29009.34,negotiated,,,29009.34,19539.84,34209.93,"California Physicians' Service, dba Blue Shield of California",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,29009.34,negotiated,,,29009.34,19539.84,34209.93,"California Physicians' Service, dba Blue Shield of California",PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,29009.34,negotiated,,,29009.34,19539.84,34209.93,"California Physicians' Service, dba Blue Shield of California",POS,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,19539.84,negotiated,,,19539.84,19539.84,34209.93,"California Physicians' Service, dba Blue Shield of California",EPN/IFP,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,29009.34,negotiated,,,29009.34,19539.84,34209.93,"California Physicians' Service, dba Blue Shield of California",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,29009.34,negotiated,,,29009.34,19539.84,34209.93,"California Physicians' Service, dba Blue Shield of California",PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,29009.34,negotiated,,,29009.34,19539.84,34209.93,"California Physicians' Service, dba Blue Shield of California",EPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,19539.84,negotiated,7503.89,4877.53,19539.84,19539.84,34209.93,"California Physicians' Service, dba Blue Shield of California",EPN/IFP,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,29009.34,negotiated,7503.89,4877.53,29009.34,19539.84,34209.93,"California Physicians' Service, dba Blue Shield of California",HMO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,29009.34,negotiated,7503.89,4877.53,29009.34,19539.84,34209.93,"California Physicians' Service, dba Blue Shield of California",PPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
Cedars-Sinai Medical Center,Shoulder arthroscopy,CPT,29827,Outpatient Surgical Group 5,outpatient,29009.34,negotiated,7503.89,4877.53,29009.34,19539.84,34209.93,"California Physicians' Service, dba Blue Shield of California",EPO,ok,display_ok,,https://www.cedars-sinai.org/content/dam/cedars-sinai/billing-insurance/documents/951644600_CEDARS-SINAI-MEDICAL-CENTER_standardcharges.json,targeted_cpt_dry_run
